trace_id,poly_l,coeff_i,k,z_pred_cls,z_pred_val,conf,z_conf,c_ok,z_ok,pair_ok
3,0,0,0,3,-131073,0,0.99949,True,True,True
4,0,0,0,0,131072,0,0.99992,True,True,True
8,0,0,0,0,131072,3,0.99989,True,True,True
12,0,0,0,0,131072,2,0.99877,True,True,True
23,0,1,1,3,-131073,2,0.99785,True,True,True
27,0,1,1,3,-131073,2,0.99594,True,True,True
34,0,1,1,2,-131072,2,0.99934,True,True,True
35,0,1,1,3,-131073,3,0.99992,True,True,True
42,0,1,1,2,-131072,3,0.9996,True,True,True
43,0,1,1,3,-131073,1,0.99996,True,True,True
50,0,1,1,2,-131072,1,0.99995,True,True,True
55,0,1,1,3,-131073,4,0.99992,True,True,True
57,0,2,2,1,131071,0,0.99646,True,True,True
64,0,1,1,0,131072,2,0.99994,True,True,True
73,0,2,2,1,131071,3,0.9987,True,True,True
79,0,2,2,3,-131073,4,0.99846,True,True,True
85,0,3,3,1,131071,2,0.99573,True,True,True
87,0,2,2,3,-131073,1,0.99979,True,True,True
91,0,2,2,3,-131073,2,0.99978,True,True,True
92,0,2,2,0,131072,2,0.99939,True,True,True
94,0,2,2,2,-131072,2,0.99685,True,True,True
95,0,2,2,3,-131073,2,0.99828,True,True,True
97,0,3,3,1,131071,1,0.99639,True,True,True
99,0,2,2,3,-131073,4,0.99975,True,True,True
104,0,2,2,0,131072,0,0.9997,True,True,True
114,0,3,3,2,-131072,2,0.99946,True,True,True
119,0,3,3,3,-131073,4,0.99976,True,True,True
126,0,4,4,2,-131072,4,0.9964,True,True,True
127,0,3,3,3,-131073,3,0.99865,True,True,True
128,0,3,3,0,131072,8,0.99984,True,True,True
130,0,4,4,2,-131072,1,0.99701,True,True,True
131,0,4,4,3,-131073,4,0.99908,True,True,True
140,0,3,3,0,131072,4,0.9999,True,True,True
141,0,4,4,1,131071,2,0.99403,True,True,True
142,0,4,4,2,-131072,2,0.9976,True,True,True
143,0,4,4,3,-131073,0,0.99808,True,True,True
144,0,3,3,0,131072,0,0.99977,True,True,True
147,0,4,4,3,-131073,3,0.99874,True,True,True
156,0,4,4,0,131072,0,0.99961,True,True,True
159,0,4,4,3,-131073,2,0.99978,True,True,True
160,0,4,4,0,131072,4,0.99984,True,True,True
161,0,5,5,1,131071,1,0.99339,True,True,True
165,0,5,5,1,131071,1,0.99808,True,True,True
171,0,4,4,3,-131073,0,0.999,True,True,True
174,0,6,6,2,-131072,2,0.99892,True,True,True
184,0,4,4,0,131072,2,0.998,True,True,True
185,0,5,5,1,131071,9,0.99934,True,True,True
187,0,5,5,3,-131073,3,0.99996,True,True,True
194,0,7,7,2,-131072,0,0.99879,True,True,True
197,0,6,6,1,131071,2,0.99843,True,True,True
198,0,7,7,2,-131072,1,0.99516,True,True,True
199,0,6,6,3,-131073,1,0.99949,True,True,True
201,0,6,6,1,131071,2,0.99681,True,True,True
204,0,5,5,0,131072,3,0.99992,True,True,True
207,0,6,6,3,-131073,6,0.9925,True,True,True
209,0,6,6,1,131071,0,0.99909,True,True,True
212,0,5,5,0,131072,3,0.99985,True,True,True
218,0,7,7,2,-131072,4,0.99872,True,True,True
221,0,7,7,1,131071,1,0.99955,True,True,True
224,0,6,6,0,131072,1,0.99884,True,True,True
239,0,7,7,3,-131073,1,0.99912,True,True,True
240,0,6,6,0,131072,2,0.99897,True,True,True
246,0,8,8,2,-131072,1,0.99322,True,True,True
259,0,7,7,3,-131073,5,0.99942,True,True,True
262,0,9,9,2,-131072,0,0.99898,True,True,True
268,0,7,7,0,131072,8,0.99629,True,True,True
273,0,9,9,1,131071,3,0.99687,True,True,True
283,0,8,8,3,-131073,0,0.99604,True,True,True
288,0,7,7,0,131072,3,0.99989,True,True,True
293,0,9,9,1,131071,2,0.99499,True,True,True
299,0,8,8,3,-131073,1,0.99836,True,True,True
313,0,9,9,1,131071,0,0.99354,True,True,True
314,0,10,10,2,-131072,1,0.99396,True,True,True
317,0,10,10,1,131071,0,0.99704,True,True,True
323,0,9,9,3,-131073,2,0.99678,True,True,True
325,0,10,10,1,131071,0,0.99808,True,True,True
336,0,9,9,0,131072,1,0.99956,True,True,True
339,0,9,9,3,-131073,3,0.99847,True,True,True
340,0,10,10,0,131072,2,0.99989,True,True,True
343,0,9,9,3,-131073,0,0.99869,True,True,True
345,0,11,11,1,131071,4,0.99644,True,True,True
352,0,10,10,0,131072,2,0.9976,True,True,True
361,0,12,12,1,131071,1,0.99902,True,True,True
364,0,10,10,0,131072,1,0.99491,True,True,True
370,0,12,12,2,-131072,5,0.99714,True,True,True
372,0,10,10,0,131072,5,0.99028,True,True,True
375,0,11,11,3,-131073,3,0.99939,True,True,True
379,0,11,11,3,-131073,3,0.99991,True,True,True
384,0,11,11,0,131072,3,0.99951,True,True,True
385,0,13,13,1,131071,1,0.99921,True,True,True
390,0,12,12,2,-131072,4,0.99843,True,True,True
394,0,12,12,2,-131072,2,0.99539,True,True,True
407,0,11,11,3,-131073,2,0.99994,True,True,True
412,0,11,11,0,131072,0,0.99967,True,True,True
425,0,13,13,1,131071,3,0.99738,True,True,True
428,0,12,12,0,131072,0,0.99957,True,True,True
430,0,14,14,2,-131072,3,0.99451,True,True,True
435,0,12,12,3,-131073,3,0.99999,True,True,True
436,0,12,12,0,131072,1,0.99979,True,True,True
438,0,14,14,2,-131072,2,0.99135,True,True,True
439,0,12,12,3,-131073,4,0.99956,True,True,True
445,0,14,14,1,131071,2,0.99952,True,True,True
448,0,12,12,0,131072,3,0.99939,True,True,True
450,0,14,14,2,-131072,1,0.99753,True,True,True
455,0,13,13,3,-131073,0,0.998,True,True,True
457,0,15,15,1,131071,4,0.99775,True,True,True
458,0,14,14,2,-131072,0,0.99956,True,True,True
461,0,15,15,1,131071,2,0.99328,True,True,True
462,0,15,15,2,-131072,0,0.99116,True,True,True
466,0,15,15,2,-131072,1,0.99587,True,True,True
469,0,15,15,1,131071,2,0.99966,True,True,True
471,0,13,13,3,-131073,1,0.99872,True,True,True
475,0,13,13,3,-131073,2,0.99994,True,True,True
477,0,15,15,1,131071,0,0.99815,True,True,True
484,0,13,13,0,131072,0,0.99948,True,True,True
486,0,15,15,2,-131072,3,0.99959,True,True,True
488,0,13,13,0,131072,2,0.99965,True,True,True
489,0,15,15,1,131071,3,0.99646,True,True,True
493,0,16,16,1,131071,1,0.99973,True,True,True
495,0,14,14,3,-131073,2,0.99832,True,True,True
496,0,14,14,0,131072,2,0.99936,True,True,True
500,0,14,14,0,131072,3,0.99959,True,True,True
503,0,14,14,3,-131073,1,0.99999,True,True,True
504,0,14,14,0,131072,1,0.99991,True,True,True
513,0,17,17,1,131071,4,0.99707,True,True,True
518,0,16,16,2,-131072,8,0.99939,True,True,True
520,0,14,14,0,131072,1,0.99931,True,True,True
532,0,15,15,0,131072,2,0.99579,True,True,True
540,0,15,15,0,131072,2,0.99996,True,True,True
542,0,17,17,2,-131072,1,0.99492,True,True,True
544,0,15,15,0,131072,1,0.99944,True,True,True
545,0,17,17,1,131071,1,0.99249,True,True,True
557,0,18,18,1,131071,0,0.99861,True,True,True
558,0,18,18,2,-131072,0,0.99923,True,True,True
561,0,18,18,1,131071,2,0.99949,True,True,True
564,0,15,15,0,131072,4,0.99954,True,True,True
574,0,19,19,2,-131072,1,0.99991,True,True,True
580,0,16,16,0,131072,2,0.99972,True,True,True
584,0,16,16,0,131072,2,0.99998,True,True,True
586,0,19,19,2,-131072,3,0.99775,True,True,True
587,0,16,16,3,-131073,4,0.99975,True,True,True
589,0,18,18,1,131071,0,0.99758,True,True,True
595,0,16,16,3,-131073,4,0.99855,True,True,True
597,0,19,19,1,131071,1,0.99575,True,True,True
599,0,16,16,3,-131073,2,0.99995,True,True,True
600,0,17,17,0,131072,5,0.99904,True,True,True
606,0,19,19,2,-131072,4,0.99987,True,True,True
610,0,19,19,2,-131072,3,0.99757,True,True,True
613,0,19,19,1,131071,1,0.99317,True,True,True
621,0,20,20,1,131071,2,0.99809,True,True,True
623,0,17,17,3,-131073,2,0.99959,True,True,True
624,0,17,17,0,131072,6,0.99739,True,True,True
626,0,20,20,2,-131072,1,0.99792,True,True,True
629,0,20,20,1,131071,2,0.99976,True,True,True
636,0,18,18,0,131072,2,0.99988,True,True,True
637,0,20,20,1,131071,2,0.99827,True,True,True
644,0,18,18,0,131072,1,0.99988,True,True,True
647,0,18,18,3,-131073,3,0.99973,True,True,True
648,0,18,18,0,131072,9,0.99739,True,True,True
651,0,18,18,3,-131073,2,0.99972,True,True,True
658,0,22,22,2,-131072,6,0.99828,True,True,True
659,0,19,19,3,-131073,5,0.99869,True,True,True
661,0,20,20,1,131071,3,0.99756,True,True,True
670,0,23,23,2,-131072,1,0.99946,True,True,True
677,0,21,21,1,131071,2,0.99863,True,True,True
678,0,23,23,2,-131072,2,0.99194,True,True,True
685,0,21,21,1,131071,2,0.99718,True,True,True
687,0,20,20,3,-131073,1,0.99888,True,True,True
691,0,20,20,3,-131073,3,0.99984,True,True,True
692,0,19,19,0,131072,2,0.99881,True,True,True
693,0,21,21,1,131071,0,0.99598,True,True,True
698,0,24,24,2,-131072,1,0.99749,True,True,True
700,0,19,19,0,131072,1,0.99898,True,True,True
705,0,22,22,1,131071,5,0.99907,True,True,True
707,0,21,21,3,-131073,2,0.99692,True,True,True
716,0,19,19,0,131072,2,0.99995,True,True,True
717,0,22,22,1,131071,0,0.99917,True,True,True
725,0,22,22,1,131071,3,0.99926,True,True,True
726,0,25,25,2,-131072,1,0.99925,True,True,True
729,0,22,22,1,131071,1,0.99945,True,True,True
730,0,25,25,2,-131072,1,0.9968,True,True,True
735,0,22,22,3,-131073,1,0.99998,True,True,True
748,0,21,21,0,131072,1,0.99991,True,True,True
754,0,25,25,2,-131072,1,0.9995,True,True,True
759,0,23,23,3,-131073,2,0.99986,True,True,True
767,0,23,23,3,-131073,2,0.99967,True,True,True
772,0,21,21,0,131072,2,0.99984,True,True,True
777,0,23,23,1,131071,3,0.9987,True,True,True
779,0,24,24,3,-131073,2,0.99958,True,True,True
780,0,21,21,0,131072,2,0.99968,True,True,True
781,0,23,23,1,131071,2,0.99878,True,True,True
783,0,24,24,3,-131073,3,0.9999,True,True,True
787,0,24,24,3,-131073,0,0.99964,True,True,True
793,0,24,24,1,131071,0,0.99951,True,True,True
795,0,25,25,3,-131073,1,0.99902,True,True,True
802,0,27,27,2,-131072,0,0.99087,True,True,True
803,0,25,25,3,-131073,1,0.99995,True,True,True
804,0,22,22,0,131072,1,0.99958,True,True,True
810,0,27,27,2,-131072,3,0.99888,True,True,True
817,0,24,24,1,131071,3,0.99915,True,True,True
824,0,23,23,0,131072,2,0.99745,True,True,True
825,0,25,25,1,131071,1,0.99865,True,True,True
826,0,28,28,2,-131072,0,0.9984,True,True,True
827,0,26,26,3,-131073,3,0.99989,True,True,True
828,0,23,23,0,131072,1,0.99829,True,True,True
832,0,23,23,0,131072,1,0.99964,True,True,True
846,0,28,28,2,-131072,5,0.99956,True,True,True
849,0,25,25,1,131071,2,0.99415,True,True,True
850,0,28,28,2,-131072,2,0.99542,True,True,True
856,0,24,24,0,131072,3,0.99865,True,True,True
858,0,29,29,2,-131072,3,0.9976,True,True,True
859,0,27,27,3,-131073,3,0.99976,True,True,True
863,0,27,27,3,-131073,1,0.99962,True,True,True
866,0,29,29,2,-131072,0,0.99127,True,True,True
868,0,25,25,0,131072,3,0.99986,True,True,True
869,0,25,25,1,131071,1,0.99249,True,True,True
874,0,30,30,2,-131072,2,0.99908,True,True,True
882,0,30,30,2,-131072,1,0.99002,True,True,True
883,0,27,27,3,-131073,1,0.99754,True,True,True
884,0,25,25,0,131072,1,0.99954,True,True,True
887,0,27,27,3,-131073,3,0.99991,True,True,True
888,0,25,25,0,131072,1,0.99964,True,True,True
891,0,27,27,3,-131073,2,0.99988,True,True,True
894,0,31,31,2,-131072,2,0.99846,True,True,True
898,0,31,31,2,-131072,3,0.99767,True,True,True
899,0,28,28,3,-131073,3,0.99839,True,True,True
901,0,26,26,1,131071,1,0.99676,True,True,True
903,0,28,28,3,-131073,5,0.99996,True,True,True
905,0,26,26,1,131071,7,0.99045,True,True,True
907,0,28,28,3,-131073,4,0.99145,True,True,True
914,0,31,31,2,-131072,4,0.99688,True,True,True
916,0,26,26,0,131072,3,0.99988,True,True,True
922,0,31,31,2,-131072,5,0.99916,True,True,True
927,0,29,29,3,-131073,2,0.99934,True,True,True
928,0,26,26,0,131072,1,0.99995,True,True,True
929,0,27,27,1,131071,1,0.99985,True,True,True
931,0,29,29,3,-131073,1,0.99844,True,True,True
932,0,26,26,0,131072,5,0.99996,True,True,True
933,0,27,27,1,131071,0,0.9995,True,True,True
934,0,32,32,2,-131072,0,0.99786,True,True,True
936,0,27,27,0,131072,4,0.99977,True,True,True
939,0,29,29,3,-131073,5,0.99969,True,True,True
940,0,27,27,0,131072,1,0.99825,True,True,True
941,0,27,27,1,131071,2,0.99905,True,True,True
943,0,29,29,3,-131073,1,0.99998,True,True,True
946,0,32,32,2,-131072,3,0.99814,True,True,True
950,0,32,32,2,-131072,3,0.99903,True,True,True
955,0,30,30,3,-131073,0,0.99787,True,True,True
962,0,33,33,2,-131072,0,0.99938,True,True,True
964,0,27,27,0,131072,3,0.99995,True,True,True
967,0,30,30,3,-131073,2,0.99978,True,True,True
968,0,27,27,0,131072,2,0.99993,True,True,True
969,0,28,28,1,131071,2,0.99026,True,True,True
971,0,30,30,3,-131073,5,0.99881,True,True,True
973,0,28,28,1,131071,1,0.99956,True,True,True
983,0,31,31,3,-131073,4,0.99983,True,True,True
988,0,28,28,0,131072,3,0.99992,True,True,True
989,0,28,28,1,131071,1,0.99219,True,True,True
996,0,29,29,0,131072,2,0.99942,True,True,True
997,0,29,29,1,131071,2,0.99076,True,True,True
1004,0,29,29,0,131072,0,0.99992,True,True,True
1005,0,29,29,1,131071,2,0.9969,True,True,True
1010,0,35,35,2,-131072,4,0.99927,True,True,True
1011,0,32,32,3,-131073,3,0.99988,True,True,True
1018,0,35,35,2,-131072,1,0.99252,True,True,True
1027,0,33,33,3,-131073,0,0.99807,True,True,True
1029,0,29,29,1,131071,2,0.99806,True,True,True
1031,0,33,33,3,-131073,1,0.99976,True,True,True
1040,0,30,30,0,131072,1,0.99905,True,True,True
1041,0,29,29,1,131071,2,0.99574,True,True,True
1044,0,30,30,0,131072,3,0.99965,True,True,True
1052,0,31,31,0,131072,1,0.9974,True,True,True
1055,0,34,34,3,-131073,3,0.99971,True,True,True
1057,0,29,29,1,131071,1,0.99817,True,True,True
1058,0,37,37,2,-131072,2,0.99334,True,True,True
1065,0,29,29,1,131071,1,0.9977,True,True,True
1068,0,31,31,0,131072,2,0.99399,True,True,True
1069,0,30,30,1,131071,0,0.99582,True,True,True
1071,0,34,34,3,-131073,1,0.99715,True,True,True
1075,0,35,35,3,-131073,1,0.99706,True,True,True
1076,0,31,31,0,131072,0,0.99992,True,True,True
1080,0,31,31,0,131072,2,0.9904,True,True,True
1083,0,35,35,3,-131073,3,0.99985,True,True,True
1088,0,31,31,0,131072,1,0.99773,True,True,True
1090,0,37,37,2,-131072,0,0.99585,True,True,True
1092,0,32,32,0,131072,0,0.99987,True,True,True
1102,0,38,38,2,-131072,3,0.99884,True,True,True
1103,0,36,36,3,-131073,2,0.99953,True,True,True
1104,0,32,32,0,131072,0,0.99994,True,True,True
1109,0,31,31,1,131071,2,0.99902,True,True,True
1118,0,38,38,2,-131072,1,0.9981,True,True,True
1126,0,38,38,2,-131072,2,0.99954,True,True,True
1127,0,37,37,3,-131073,1,0.99981,True,True,True
1128,0,33,33,0,131072,3,0.99998,True,True,True
1131,0,37,37,3,-131073,1,0.99993,True,True,True
1132,0,33,33,0,131072,2,0.99953,True,True,True
1137,0,31,31,1,131071,2,0.99911,True,True,True
1140,0,33,33,0,131072,1,0.99981,True,True,True
1143,0,37,37,3,-131073,3,0.9994,True,True,True
1148,0,33,33,0,131072,3,0.99815,True,True,True
1158,0,39,39,2,-131072,0,0.99954,True,True,True
1159,0,37,37,3,-131073,0,0.99979,True,True,True
1160,0,34,34,0,131072,2,0.99983,True,True,True
1163,0,38,38,3,-131073,2,0.99987,True,True,True
1164,0,34,34,0,131072,2,0.99991,True,True,True
1166,0,39,39,2,-131072,2,0.99655,True,True,True
1169,0,32,32,1,131071,1,0.99954,True,True,True
1171,0,38,38,3,-131073,2,0.99971,True,True,True
1178,0,40,40,2,-131072,2,0.99928,True,True,True
1180,0,35,35,0,131072,0,0.99853,True,True,True
1185,0,33,33,1,131071,0,0.99923,True,True,True
1203,0,38,38,3,-131073,3,0.99985,True,True,True
1207,0,39,39,3,-131073,3,0.99955,True,True,True
1220,0,36,36,0,131072,2,0.99998,True,True,True
1237,0,35,35,1,131071,3,0.99922,True,True,True
1240,0,36,36,0,131072,2,0.99947,True,True,True
1248,0,36,36,0,131072,1,0.99982,True,True,True
1252,0,36,36,0,131072,2,0.99878,True,True,True
1253,0,35,35,1,131071,0,0.99952,True,True,True
1255,0,41,41,3,-131073,1,0.99798,True,True,True
1257,0,36,36,1,131071,2,0.99696,True,True,True
1258,0,43,43,2,-131072,1,0.99897,True,True,True
1259,0,41,41,3,-131073,3,0.99847,True,True,True
1268,0,37,37,0,131072,0,0.99982,True,True,True
1269,0,36,36,1,131071,3,0.99655,True,True,True
1271,0,41,41,3,-131073,0,0.99881,True,True,True
1275,0,41,41,3,-131073,3,0.99928,True,True,True
1278,0,44,44,2,-131072,0,0.9973,True,True,True
1280,0,38,38,0,131072,4,0.99994,True,True,True
1283,0,42,42,3,-131073,5,0.9988,True,True,True
1284,0,38,38,0,131072,1,0.99996,True,True,True
1288,0,38,38,0,131072,5,0.99936,True,True,True
1290,0,44,44,2,-131072,3,0.9993,True,True,True
1295,0,42,42,3,-131073,0,0.9998,True,True,True
1296,0,38,38,0,131072,0,0.99991,True,True,True
1308,0,39,39,0,131072,5,0.99963,True,True,True
1309,0,37,37,1,131071,0,0.99954,True,True,True
1313,0,37,37,1,131071,2,0.99883,True,True,True
1315,0,43,43,3,-131073,1,0.99756,True,True,True
1319,0,43,43,3,-131073,3,0.99954,True,True,True
1325,0,38,38,1,131071,4,0.99908,True,True,True
1326,0,46,46,2,-131072,2,0.99767,True,True,True
1330,0,46,46,2,-131072,2,0.99649,True,True,True
1331,0,43,43,3,-131073,1,0.99995,True,True,True
1332,0,39,39,0,131072,1,0.9999,True,True,True
1336,0,40,40,0,131072,0,0.99636,True,True,True
1338,0,46,46,2,-131072,3,0.99465,True,True,True
1340,0,40,40,0,131072,1,0.99997,True,True,True
1341,0,38,38,1,131071,3,0.99901,True,True,True
1342,0,47,47,2,-131072,1,0.9987,True,True,True
1347,0,44,44,3,-131073,2,0.9989,True,True,True
1348,0,40,40,0,131072,3,0.99668,True,True,True
1349,0,39,39,1,131071,5,0.99984,True,True,True
1351,0,44,44,3,-131073,1,0.99996,True,True,True
1354,0,47,47,2,-131072,3,0.9987,True,True,True
1360,0,40,40,0,131072,1,0.99808,True,True,True
1361,0,39,39,1,131071,2,0.99973,True,True,True
1366,0,47,47,2,-131072,3,0.99845,True,True,True
1372,0,41,41,0,131072,0,0.99986,True,True,True
1375,0,44,44,3,-131073,0,0.99957,True,True,True
1378,0,48,48,2,-131072,2,0.99949,True,True,True
1381,0,40,40,1,131071,3,0.99924,True,True,True
1390,0,48,48,2,-131072,0,0.99837,True,True,True
1393,0,40,40,1,131071,1,0.99844,True,True,True
1408,0,42,42,0,131072,5,0.99969,True,True,True
1410,0,49,49,2,-131072,2,0.99701,True,True,True
1416,0,42,42,0,131072,1,0.99999,True,True,True
1419,0,46,46,3,-131073,4,0.99994,True,True,True
1423,0,46,46,3,-131073,2,0.9996,True,True,True
1427,0,46,46,3,-131073,2,0.99966,True,True,True
1430,0,49,49,2,-131072,1,0.99784,True,True,True
1432,0,42,42,0,131072,1,0.99959,True,True,True
1436,0,42,42,0,131072,0,0.99992,True,True,True
1443,0,46,46,3,-131073,3,0.9999,True,True,True
1444,0,43,43,0,131072,0,0.99924,True,True,True
1446,0,50,50,2,-131072,1,0.99918,True,True,True
1447,0,47,47,3,-131073,4,0.9999,True,True,True
1451,0,47,47,3,-131073,2,0.9994,True,True,True
1457,0,43,43,1,131071,4,0.99976,True,True,True
1459,0,47,47,3,-131073,1,0.99867,True,True,True
1462,0,50,50,2,-131072,4,0.99964,True,True,True
1463,0,47,47,3,-131073,1,0.99971,True,True,True
1464,0,43,43,0,131072,1,0.99994,True,True,True
1468,0,43,43,0,131072,3,0.9993,True,True,True
1471,0,47,47,3,-131073,1,0.99974,True,True,True
1473,0,43,43,1,131071,1,0.9981,True,True,True
1474,0,50,50,2,-131072,1,0.99933,True,True,True
1475,0,47,47,3,-131073,1,0.99959,True,True,True
1479,0,47,47,3,-131073,3,0.99981,True,True,True
1481,0,44,44,1,131071,1,0.99852,True,True,True
1488,0,44,44,0,131072,1,0.99959,True,True,True
1492,0,44,44,0,131072,4,0.99993,True,True,True
1498,0,51,51,2,-131072,4,0.99333,True,True,True
1502,0,51,51,2,-131072,2,0.99931,True,True,True
1518,0,51,51,2,-131072,4,0.99893,True,True,True
1520,0,45,45,0,131072,5,0.99948,True,True,True
1528,0,45,45,0,131072,2,0.99979,True,True,True
1537,0,45,45,1,131071,1,0.99707,True,True,True
1538,0,52,52,2,-131072,4,0.99834,True,True,True
1545,0,45,45,1,131071,3,0.99844,True,True,True
1552,0,45,45,0,131072,3,0.99036,True,True,True
1568,0,46,46,0,131072,0,0.99992,True,True,True
1570,0,53,53,2,-131072,3,0.99487,True,True,True
1571,0,50,50,3,-131073,1,0.99992,True,True,True
1581,0,48,48,1,131071,1,0.9976,True,True,True
1585,0,48,48,1,131071,3,0.99911,True,True,True
1586,0,53,53,2,-131072,2,0.99784,True,True,True
1591,0,50,50,3,-131073,1,0.99867,True,True,True
1595,0,50,50,3,-131073,1,0.99894,True,True,True
1603,0,51,51,3,-131073,1,0.99968,True,True,True
1610,0,54,54,2,-131072,5,0.99653,True,True,True
1613,0,49,49,1,131071,1,0.99816,True,True,True
1615,0,51,51,3,-131073,2,0.99972,True,True,True
1617,0,49,49,1,131071,0,0.99909,True,True,True
1618,0,54,54,2,-131072,1,0.9983,True,True,True
1619,0,51,51,3,-131073,1,0.9998,True,True,True
1623,0,51,51,3,-131073,2,0.99931,True,True,True
1632,0,48,48,0,131072,0,0.99988,True,True,True
1633,0,50,50,1,131071,2,0.99938,True,True,True
1638,0,55,55,2,-131072,2,0.99188,True,True,True
1639,0,52,52,3,-131073,0,0.99933,True,True,True
1642,0,55,55,2,-131072,2,0.99278,True,True,True
1659,0,52,52,3,-131073,3,0.99849,True,True,True
1662,0,56,56,2,-131072,1,0.99509,True,True,True
1666,0,56,56,2,-131072,1,0.9951,True,True,True
1668,0,49,49,0,131072,1,0.99974,True,True,True
1670,0,56,56,2,-131072,4,0.99672,True,True,True
1671,0,53,53,3,-131073,2,0.9972,True,True,True
1674,0,56,56,2,-131072,3,0.99764,True,True,True
1681,0,51,51,1,131071,0,0.99595,True,True,True
1688,0,49,49,0,131072,3,0.99978,True,True,True
1689,0,51,51,1,131071,3,0.99947,True,True,True
1692,0,50,50,0,131072,3,0.99895,True,True,True
1694,0,57,57,2,-131072,1,0.99961,True,True,True
1704,0,50,50,0,131072,2,0.99865,True,True,True
1705,0,52,52,1,131071,3,0.99919,True,True,True
1706,0,57,57,2,-131072,2,0.99571,True,True,True
1715,0,55,55,3,-131073,3,0.99998,True,True,True
1716,0,50,50,0,131072,1,0.99991,True,True,True
1717,0,52,52,1,131071,0,0.9983,True,True,True
1720,0,50,50,0,131072,1,0.99965,True,True,True
1724,0,50,50,0,131072,0,0.99991,True,True,True
1726,0,58,58,2,-131072,1,0.99987,True,True,True
1731,0,55,55,3,-131073,0,0.99953,True,True,True
1732,0,51,51,0,131072,1,0.9998,True,True,True
1735,0,55,55,3,-131073,1,0.99928,True,True,True
1736,0,51,51,0,131072,3,0.99767,True,True,True
1739,0,56,56,3,-131073,4,0.99976,True,True,True
1746,0,59,59,2,-131072,8,0.99565,True,True,True
1748,0,51,51,0,131072,3,0.99937,True,True,True
1749,0,53,53,1,131071,4,0.99745,True,True,True
1750,0,59,59,2,-131072,4,0.99914,True,True,True
1755,0,56,56,3,-131073,0,0.99951,True,True,True
1757,0,53,53,1,131071,5,0.99915,True,True,True
1758,0,59,59,2,-131072,1,0.99718,True,True,True
1759,0,56,56,3,-131073,2,0.99974,True,True,True
1763,0,56,56,3,-131073,2,0.99955,True,True,True
1765,0,53,53,1,131071,0,0.99914,True,True,True
1769,0,53,53,1,131071,1,0.99962,True,True,True
1773,0,53,53,1,131071,0,0.9982,True,True,True
1777,0,53,53,1,131071,2,0.99891,True,True,True
1778,0,59,59,2,-131072,1,0.99957,True,True,True
1780,0,52,52,0,131072,2,0.99601,True,True,True
1788,0,53,53,0,131072,2,0.99933,True,True,True
1789,0,54,54,1,131071,2,0.9992,True,True,True
1795,0,57,57,3,-131073,3,0.99982,True,True,True
1800,0,53,53,0,131072,2,0.99878,True,True,True
1803,0,57,57,3,-131073,1,0.99836,True,True,True
1806,0,60,60,2,-131072,1,0.99924,True,True,True
1807,0,57,57,3,-131073,0,0.99953,True,True,True
1808,0,53,53,0,131072,1,0.99273,True,True,True
1813,0,54,54,1,131071,1,0.99519,True,True,True
1815,0,58,58,3,-131073,2,0.99974,True,True,True
1816,0,53,53,0,131072,2,0.99095,True,True,True
1817,0,54,54,1,131071,1,0.99935,True,True,True
1820,0,53,53,0,131072,5,0.99768,True,True,True
1821,0,54,54,1,131071,0,0.99173,True,True,True
1822,0,60,60,2,-131072,1,0.99059,True,True,True
1823,0,58,58,3,-131073,2,0.99948,True,True,True
1829,0,55,55,1,131071,1,0.99153,True,True,True
1839,0,58,58,3,-131073,1,0.99828,True,True,True
1841,0,55,55,1,131071,0,0.99969,True,True,True
1844,0,54,54,0,131072,0,0.99994,True,True,True
1851,0,59,59,3,-131073,0,0.99891,True,True,True
1857,0,56,56,1,131071,2,0.99265,True,True,True
1864,0,54,54,0,131072,2,0.99316,True,True,True
1870,0,62,62,2,-131072,2,0.99068,True,True,True
1880,0,55,55,0,131072,1,0.99908,True,True,True
1882,0,62,62,2,-131072,0,0.99934,True,True,True
1883,0,60,60,3,-131073,3,0.99987,True,True,True
1887,0,61,61,3,-131073,3,0.99915,True,True,True
1891,0,61,61,3,-131073,3,0.99901,True,True,True
1893,0,57,57,1,131071,1,0.99524,True,True,True
1895,0,61,61,3,-131073,3,0.9991,True,True,True
1900,0,55,55,0,131072,1,0.99999,True,True,True
1906,0,63,63,2,-131072,5,0.99812,True,True,True
1913,0,58,58,1,131071,4,0.99731,True,True,True
1917,0,58,58,1,131071,3,0.99965,True,True,True
1920,0,56,56,0,131072,3,0.99972,True,True,True
1927,0,62,62,3,-131073,1,0.99911,True,True,True
1935,0,63,63,3,-131073,1,0.99983,True,True,True
1936,0,57,57,0,131072,1,0.99697,True,True,True
1937,0,58,58,1,131071,1,0.99929,True,True,True
1938,0,65,65,2,-131072,1,0.99986,True,True,True
1943,0,64,64,3,-131073,2,0.99606,True,True,True
1945,0,59,59,1,131071,3,0.99861,True,True,True
1948,0,57,57,0,131072,1,0.99991,True,True,True
1953,0,59,59,1,131071,1,0.99661,True,True,True
1955,0,64,64,3,-131073,3,0.99989,True,True,True
1956,0,58,58,0,131072,0,0.99846,True,True,True
1958,0,65,65,2,-131072,2,0.99816,True,True,True
1959,0,64,64,3,-131073,0,0.99856,True,True,True
1961,0,59,59,1,131071,0,0.99911,True,True,True
1967,0,64,64,3,-131073,1,0.99898,True,True,True
1979,0,64,64,3,-131073,2,0.99988,True,True,True
1985,0,60,60,1,131071,2,0.99971,True,True,True
