trace_id,poly_l,coeff_i,k,z_pred_cls,z_pred_val,conf,z_conf,c_ok,z_ok,pair_ok
7133,0,240,240,1,131071,4,0.99917,True,True,True
7134,0,242,242,2,-131072,1,0.99572,True,True,True
7135,0,242,242,3,-131073,0,0.99987,True,True,True
7138,0,242,242,2,-131072,0,0.99974,True,True,True
7139,0,242,242,3,-131073,3,0.99992,True,True,True
7145,0,241,241,1,131071,1,0.99933,True,True,True
7150,0,243,243,2,-131072,0,0.99573,True,True,True
7152,0,241,241,0,131072,3,0.99991,True,True,True
7153,0,241,241,1,131071,0,0.99819,True,True,True
7156,0,241,241,0,131072,0,0.99991,True,True,True
7162,0,243,243,2,-131072,1,0.99982,True,True,True
7167,0,243,243,3,-131073,3,0.99871,True,True,True
7170,0,244,244,2,-131072,1,0.99873,True,True,True
7172,0,242,242,0,131072,2,0.9999,True,True,True
7175,0,244,244,3,-131073,4,0.99977,True,True,True
7176,0,242,242,0,131072,2,0.99988,True,True,True
7178,0,244,244,2,-131072,2,0.99822,True,True,True
7180,0,242,242,0,131072,0,0.99883,True,True,True
7185,0,243,243,1,131071,0,0.9979,True,True,True
7188,0,242,242,0,131072,3,0.99432,True,True,True
7190,0,244,244,2,-131072,1,0.99788,True,True,True
7191,0,244,244,3,-131073,2,0.99475,True,True,True
7195,0,244,244,3,-131073,1,0.99905,True,True,True
7199,0,245,245,3,-131073,6,0.99976,True,True,True
7204,0,243,243,0,131072,2,0.99929,True,True,True
7205,0,243,243,1,131071,1,0.99007,True,True,True
7207,0,245,245,3,-131073,0,0.99987,True,True,True
7212,0,244,244,0,131072,5,0.99943,True,True,True
7213,0,244,244,1,131071,5,0.99937,True,True,True
7215,0,245,245,3,-131073,1,0.99881,True,True,True
7216,0,244,244,0,131072,1,0.99994,True,True,True
7221,0,244,244,1,131071,2,0.9999,True,True,True
7223,0,246,246,3,-131073,1,0.99916,True,True,True
7233,0,245,245,1,131071,1,0.99887,True,True,True
7241,0,245,245,1,131071,2,0.99893,True,True,True
7242,0,246,246,2,-131072,1,0.99972,True,True,True
7245,0,245,245,1,131071,0,0.99972,True,True,True
7248,0,245,245,0,131072,4,0.99961,True,True,True
7249,0,245,245,1,131071,3,0.9984,True,True,True
7250,0,246,246,2,-131072,1,0.99852,True,True,True
7252,0,246,246,0,131072,1,0.99847,True,True,True
7261,0,246,246,1,131071,2,0.99934,True,True,True
7267,0,248,248,3,-131073,1,0.99934,True,True,True
7268,0,246,246,0,131072,3,0.99998,True,True,True
7272,0,247,247,0,131072,1,0.99749,True,True,True
7276,0,247,247,0,131072,2,0.99553,True,True,True
7277,0,246,246,1,131071,1,0.99719,True,True,True
7280,0,247,247,0,131072,2,0.99862,True,True,True
7283,0,249,249,3,-131073,3,0.99949,True,True,True
7285,0,246,246,1,131071,1,0.99818,True,True,True
7289,0,246,246,1,131071,3,0.99925,True,True,True
7292,0,247,247,0,131072,5,0.99847,True,True,True
7293,0,247,247,1,131071,3,0.9994,True,True,True
7297,0,247,247,1,131071,1,0.99952,True,True,True
7299,0,249,249,3,-131073,5,0.99994,True,True,True
7303,0,249,249,3,-131073,2,0.99994,True,True,True
7307,0,249,249,3,-131073,0,0.99892,True,True,True
7310,0,248,248,2,-131072,2,0.9997,True,True,True
7311,0,250,250,3,-131073,0,0.99796,True,True,True
7313,0,247,247,1,131071,2,0.99879,True,True,True
7317,0,247,247,1,131071,2,0.99969,True,True,True
7325,0,248,248,1,131071,1,0.99914,True,True,True
7326,0,248,248,2,-131072,2,0.99993,True,True,True
7328,0,248,248,0,131072,2,0.9999,True,True,True
7330,0,248,248,2,-131072,2,0.99483,True,True,True
7335,0,250,250,3,-131073,0,0.99995,True,True,True
7338,0,249,249,2,-131072,1,0.99565,True,True,True
7343,0,250,250,3,-131073,2,0.99932,True,True,True
7346,0,249,249,2,-131072,2,0.99574,True,True,True
7347,0,250,250,3,-131073,0,0.99973,True,True,True
7348,0,249,249,0,131072,0,0.99831,True,True,True
7349,0,249,249,1,131071,4,0.99759,True,True,True
7351,0,250,250,3,-131073,2,0.9997,True,True,True
7352,0,249,249,0,131072,0,0.99891,True,True,True
7363,0,251,251,3,-131073,3,0.99965,True,True,True
7365,0,250,250,1,131071,2,0.99985,True,True,True
7373,0,251,251,1,131071,0,0.99887,True,True,True
7378,0,250,250,2,-131072,6,0.99922,True,True,True
7380,0,251,251,0,131072,2,0.99988,True,True,True
7385,0,251,251,1,131071,2,0.99835,True,True,True
7387,0,252,252,3,-131073,1,0.99991,True,True,True
7389,0,251,251,1,131071,2,0.99982,True,True,True
7391,0,252,252,3,-131073,3,0.99992,True,True,True
7395,0,252,252,3,-131073,0,0.99949,True,True,True
7398,0,251,251,2,-131072,1,0.99826,True,True,True
7400,0,251,251,0,131072,1,0.99498,True,True,True
7401,0,251,251,1,131071,3,0.99944,True,True,True
7408,0,252,252,0,131072,4,0.99989,True,True,True
7412,0,252,252,0,131072,2,0.99009,True,True,True
7413,0,252,252,1,131071,3,0.9994,True,True,True
7416,0,252,252,0,131072,1,0.99945,True,True,True
7419,0,253,253,3,-131073,2,0.99968,True,True,True
7421,0,252,252,1,131071,2,0.99846,True,True,True
7422,0,252,252,2,-131072,2,0.99229,True,True,True
7426,0,252,252,2,-131072,0,0.99677,True,True,True
7438,0,253,253,2,-131072,4,0.99975,True,True,True
7439,0,254,254,3,-131073,3,0.99992,True,True,True
7444,0,253,253,0,131072,0,0.99021,True,True,True
7445,0,253,253,1,131071,4,0.99846,True,True,True
7446,0,253,253,2,-131072,1,0.99241,True,True,True
7448,0,254,254,0,131072,1,0.99874,True,True,True
7449,0,253,253,1,131071,0,0.99726,True,True,True
7450,0,253,253,2,-131072,8,0.99973,True,True,True
7454,0,253,253,2,-131072,1,0.9958,True,True,True
7457,0,254,254,1,131071,2,0.99894,True,True,True
7458,0,253,253,2,-131072,0,0.992,True,True,True
7463,0,255,255,3,-131073,0,1.0,True,True,True
7465,0,254,254,1,131071,1,0.99528,True,True,True
7467,0,255,255,3,-131073,3,1.0,True,True,True
7469,0,254,254,1,131071,2,0.99979,True,True,True
7476,0,255,255,0,131072,1,0.99156,True,True,True
7479,0,255,255,3,-131073,3,1.0,True,True,True
7480,0,255,255,0,131072,1,0.99899,True,True,True
7481,0,255,255,1,131071,1,0.99924,True,True,True
7484,0,255,255,0,131072,3,0.99133,True,True,True
7495,0,255,255,3,-131073,1,0.99998,True,True,True
7496,0,255,255,0,131072,1,0.99497,True,True,True
7497,0,255,255,1,131071,2,0.99717,True,True,True
7499,0,255,255,3,-131073,1,0.99999,True,True,True
7504,1,0,256,0,131072,0,0.99994,True,True,True
7507,1,0,256,3,-131073,1,0.99948,True,True,True
7511,1,0,256,3,-131073,1,0.99611,True,True,True
7512,1,0,256,0,131072,1,0.99995,True,True,True
7523,1,1,257,3,-131073,0,0.99996,True,True,True
7528,1,1,257,0,131072,0,0.99802,True,True,True
7538,1,1,257,2,-131072,1,0.99618,True,True,True
7541,1,1,257,1,131071,1,0.9964,True,True,True
7545,1,1,257,1,131071,2,0.99561,True,True,True
7546,1,1,257,2,-131072,2,0.999,True,True,True
7549,1,1,257,1,131071,3,0.99639,True,True,True
7550,1,1,257,2,-131072,0,0.99925,True,True,True
7554,1,1,257,2,-131072,1,0.99998,True,True,True
7555,1,2,258,3,-131073,1,0.99866,True,True,True
7556,1,1,257,0,131072,2,0.99919,True,True,True
7572,1,2,258,0,131072,2,0.9989,True,True,True
7573,1,2,258,1,131071,2,0.99976,True,True,True
7574,1,2,258,2,-131072,3,0.99909,True,True,True
7578,1,2,258,2,-131072,0,0.99979,True,True,True
7583,1,3,259,3,-131073,3,0.99999,True,True,True
7585,1,2,258,1,131071,2,0.9969,True,True,True
7588,1,3,259,0,131072,2,0.99391,True,True,True
7590,1,2,258,2,-131072,2,0.99764,True,True,True
7592,1,3,259,0,131072,1,0.99698,True,True,True
7593,1,2,258,1,131071,3,0.99526,True,True,True
7595,1,3,259,3,-131073,0,0.99976,True,True,True
7604,1,3,259,0,131072,1,0.9991,True,True,True
7605,1,2,258,1,131071,2,0.99675,True,True,True
7612,1,3,259,0,131072,2,0.99954,True,True,True
7614,1,3,259,2,-131072,1,0.99817,True,True,True
7616,1,3,259,0,131072,3,0.99793,True,True,True
7627,1,5,261,3,-131073,1,0.99986,True,True,True
7631,1,5,261,3,-131073,1,0.99968,True,True,True
7633,1,3,259,1,131071,5,0.99925,True,True,True
7634,1,4,260,2,-131072,3,0.99651,True,True,True
7636,1,4,260,0,131072,4,0.99994,True,True,True
7647,1,5,261,3,-131073,4,0.99992,True,True,True
7648,1,5,261,0,131072,3,0.99988,True,True,True
7650,1,4,260,2,-131072,2,0.99681,True,True,True
7651,1,5,261,3,-131073,3,0.99979,True,True,True
7655,1,6,262,3,-131073,1,0.99998,True,True,True
7662,1,5,261,2,-131072,0,0.9994,True,True,True
7667,1,6,262,3,-131073,3,0.99997,True,True,True
7669,1,4,260,1,131071,0,0.99883,True,True,True
7670,1,5,261,2,-131072,0,0.99945,True,True,True
7671,1,6,262,3,-131073,3,0.99996,True,True,True
7674,1,5,261,2,-131072,2,0.99858,True,True,True
7675,1,7,263,3,-131073,5,0.99987,True,True,True
7677,1,4,260,1,131071,1,0.99824,True,True,True
7679,1,7,263,3,-131073,1,0.99951,True,True,True
7680,1,6,262,0,131072,1,0.9995,True,True,True
7683,1,7,263,3,-131073,2,0.99973,True,True,True
7686,1,5,261,2,-131072,4,0.994,True,True,True
7689,1,4,260,1,131071,2,0.99988,True,True,True
7702,1,6,262,2,-131072,3,0.99371,True,True,True
7706,1,6,262,2,-131072,0,0.99496,True,True,True
7710,1,6,262,2,-131072,1,0.99949,True,True,True
7712,1,7,263,0,131072,0,0.99234,True,True,True
7713,1,5,261,1,131071,2,0.99982,True,True,True
7715,1,8,264,3,-131073,3,0.99955,True,True,True
7716,1,7,263,0,131072,0,0.99912,True,True,True
7725,1,5,261,1,131071,2,0.99921,True,True,True
7727,1,8,264,3,-131073,3,0.99508,True,True,True
7729,1,5,261,1,131071,0,0.99784,True,True,True
7732,1,7,263,0,131072,4,0.99849,True,True,True
7736,1,7,263,0,131072,1,0.99995,True,True,True
7754,1,8,264,2,-131072,1,0.99743,True,True,True
7758,1,8,264,2,-131072,1,0.99734,True,True,True
7762,1,8,264,2,-131072,1,0.99875,True,True,True
7766,1,8,264,2,-131072,3,0.99908,True,True,True
7768,1,9,265,0,131072,3,0.99985,True,True,True
7770,1,8,264,2,-131072,1,0.99955,True,True,True
7772,1,9,265,0,131072,6,0.99801,True,True,True
7773,1,6,262,1,131071,2,0.99701,True,True,True
7774,1,8,264,2,-131072,0,0.99613,True,True,True
7775,1,10,266,3,-131073,0,0.99988,True,True,True
7776,1,9,265,0,131072,2,0.99665,True,True,True
7777,1,6,262,1,131071,2,0.99775,True,True,True
7778,1,9,265,2,-131072,3,0.99405,True,True,True
7781,1,6,262,1,131071,1,0.99577,True,True,True
7783,1,10,266,3,-131073,2,0.99876,True,True,True
7788,1,9,265,0,131072,2,0.99995,True,True,True
7789,1,7,263,1,131071,2,0.99784,True,True,True
7791,1,10,266,3,-131073,1,0.99882,True,True,True
7798,1,10,266,2,-131072,2,0.99819,True,True,True
7824,1,10,266,0,131072,3,0.99992,True,True,True
7827,1,11,267,3,-131073,2,0.99998,True,True,True
7831,1,11,267,3,-131073,1,0.99962,True,True,True
7838,1,10,266,2,-131072,4,0.99846,True,True,True
7842,1,11,267,2,-131072,0,0.99445,True,True,True
7843,1,11,267,3,-131073,2,0.99996,True,True,True
7844,1,11,267,0,131072,10,0.99982,True,True,True
7845,1,9,265,1,131071,3,0.9974,True,True,True
7848,1,11,267,0,131072,1,0.99994,True,True,True
7851,1,11,267,3,-131073,3,0.99982,True,True,True
7852,1,12,268,0,131072,2,0.99939,True,True,True
7853,1,9,265,1,131071,0,0.99696,True,True,True
7866,1,12,268,2,-131072,2,0.99706,True,True,True
7869,1,9,265,1,131071,1,0.99569,True,True,True
7873,1,10,266,1,131071,3,0.99948,True,True,True
7876,1,12,268,0,131072,4,0.99569,True,True,True
7879,1,12,268,3,-131073,2,0.99978,True,True,True
7880,1,12,268,0,131072,1,0.99722,True,True,True
7882,1,12,268,2,-131072,3,0.99355,True,True,True
7888,1,13,269,0,131072,7,0.99988,True,True,True
7893,1,10,266,1,131071,0,0.99963,True,True,True
7895,1,13,269,3,-131073,1,0.9985,True,True,True
7913,1,11,267,1,131071,1,0.99867,True,True,True
7915,1,14,270,3,-131073,4,0.99996,True,True,True
7918,1,13,269,2,-131072,0,0.9956,True,True,True
7919,1,14,270,3,-131073,2,0.99987,True,True,True
7920,1,14,270,0,131072,0,0.99565,True,True,True
7921,1,11,267,1,131071,2,0.9992,True,True,True
7922,1,13,269,2,-131072,3,0.99977,True,True,True
7923,1,14,270,3,-131073,1,0.99835,True,True,True
7927,1,14,270,3,-131073,3,0.99922,True,True,True
7929,1,11,267,1,131071,1,0.99858,True,True,True
7934,1,14,270,2,-131072,3,0.99336,True,True,True
7935,1,14,270,3,-131073,4,0.99915,True,True,True
7938,1,14,270,2,-131072,0,0.99253,True,True,True
7941,1,12,268,1,131071,4,0.99983,True,True,True
7949,1,12,268,1,131071,0,0.99866,True,True,True
7956,1,15,271,0,131072,2,0.99226,True,True,True
7964,1,15,271,0,131072,2,0.99962,True,True,True
7968,1,15,271,0,131072,1,0.99961,True,True,True
7969,1,12,268,1,131071,1,0.99968,True,True,True
7971,1,15,271,3,-131073,0,0.99915,True,True,True
7986,1,15,271,2,-131072,1,0.99795,True,True,True
7987,1,15,271,3,-131073,3,0.99967,True,True,True
7989,1,13,269,1,131071,2,0.99805,True,True,True
7991,1,16,272,3,-131073,3,0.99992,True,True,True
8000,1,16,272,0,131072,1,0.99946,True,True,True
8001,1,14,270,1,131071,4,0.99958,True,True,True
8004,1,16,272,0,131072,1,0.99998,True,True,True
8011,1,17,273,3,-131073,3,0.99939,True,True,True
8012,1,16,272,0,131072,4,0.99978,True,True,True
8013,1,14,270,1,131071,1,0.99898,True,True,True
8015,1,17,273,3,-131073,0,0.99941,True,True,True
8018,1,16,272,2,-131072,0,0.99563,True,True,True
8024,1,16,272,0,131072,3,0.99974,True,True,True
8025,1,14,270,1,131071,3,0.99867,True,True,True
8027,1,17,273,3,-131073,2,0.99375,True,True,True
8029,1,14,270,1,131071,0,0.99994,True,True,True
8034,1,17,273,2,-131072,0,0.99311,True,True,True
8036,1,16,272,0,131072,1,0.99853,True,True,True
8037,1,14,270,1,131071,1,0.99802,True,True,True
8038,1,17,273,2,-131072,3,0.99769,True,True,True
8043,1,18,274,3,-131073,0,0.99995,True,True,True
8047,1,18,274,3,-131073,3,0.99996,True,True,True
8049,1,15,271,1,131071,1,0.999,True,True,True
8050,1,17,273,2,-131072,3,0.99556,True,True,True
8052,1,17,273,0,131072,2,0.9999,True,True,True
8057,1,15,271,1,131071,1,0.9997,True,True,True
8062,1,17,273,2,-131072,1,0.99621,True,True,True
8065,1,15,271,1,131071,1,0.99722,True,True,True
8067,1,19,275,3,-131073,1,0.99979,True,True,True
8071,1,19,275,3,-131073,0,0.99976,True,True,True
8077,1,16,272,1,131071,2,0.99992,True,True,True
8080,1,18,274,0,131072,1,0.9999,True,True,True
8083,1,19,275,3,-131073,3,0.99981,True,True,True
8088,1,18,274,0,131072,3,0.99731,True,True,True
8090,1,19,275,2,-131072,0,0.99841,True,True,True
8092,1,18,274,0,131072,0,0.99086,True,True,True
8093,1,16,272,1,131071,1,0.99937,True,True,True
8095,1,19,275,3,-131073,3,0.99979,True,True,True
8097,1,16,272,1,131071,3,0.99785,True,True,True
8099,1,19,275,3,-131073,5,0.99973,True,True,True
8100,1,18,274,0,131072,2,0.99549,True,True,True
8103,1,20,276,3,-131073,2,0.99335,True,True,True
8104,1,18,274,0,131072,0,0.99994,True,True,True
8106,1,19,275,2,-131072,0,0.997,True,True,True
8111,1,20,276,3,-131073,1,0.99991,True,True,True
8114,1,19,275,2,-131072,0,0.99837,True,True,True
8115,1,20,276,3,-131073,4,0.99774,True,True,True
8117,1,17,273,1,131071,3,0.9985,True,True,True
8120,1,18,274,0,131072,1,0.99998,True,True,True
8121,1,17,273,1,131071,1,0.99961,True,True,True
8122,1,20,276,2,-131072,4,0.99671,True,True,True
8123,1,20,276,3,-131073,1,0.99996,True,True,True
8124,1,19,275,0,131072,4,0.99971,True,True,True
8132,1,19,275,0,131072,0,0.99601,True,True,True
8141,1,18,274,1,131071,1,0.99892,True,True,True
8143,1,21,277,3,-131073,0,0.998,True,True,True
8144,1,19,275,0,131072,1,0.99983,True,True,True
8145,1,18,274,1,131071,3,0.99915,True,True,True
8148,1,19,275,0,131072,2,0.99405,True,True,True
8153,1,18,274,1,131071,3,0.9969,True,True,True
8155,1,21,277,3,-131073,2,0.99995,True,True,True
8158,1,20,276,2,-131072,2,0.99632,True,True,True
8161,1,18,274,1,131071,2,0.99931,True,True,True
8165,1,18,274,1,131071,3,0.99738,True,True,True
8166,1,21,277,2,-131072,1,0.99778,True,True,True
8167,1,21,277,3,-131073,5,0.99949,True,True,True
8168,1,19,275,0,131072,0,0.9986,True,True,True
8172,1,20,276,0,131072,3,0.99908,True,True,True
8176,1,20,276,0,131072,4,0.99922,True,True,True
8177,1,19,275,1,131071,1,0.99819,True,True,True
8180,1,20,276,0,131072,0,0.99804,True,True,True
8181,1,19,275,1,131071,0,0.99875,True,True,True
8184,1,21,277,0,131072,2,0.99971,True,True,True
8186,1,21,277,2,-131072,2,0.99653,True,True,True
8191,1,22,278,3,-131073,0,0.99962,True,True,True
8192,1,21,277,0,131072,4,0.99965,True,True,True
8194,1,21,277,2,-131072,2,0.99134,True,True,True
8204,1,21,277,0,131072,3,0.99882,True,True,True
8209,1,20,276,1,131071,2,0.99941,True,True,True
8212,1,21,277,0,131072,5,0.99933,True,True,True
8214,1,22,278,2,-131072,5,0.99718,True,True,True
8216,1,21,277,0,131072,2,0.99935,True,True,True
8217,1,20,276,1,131071,4,0.99948,True,True,True
8227,1,23,279,3,-131073,0,0.99911,True,True,True
8230,1,22,278,2,-131072,4,0.99915,True,True,True
8232,1,21,277,0,131072,1,0.99979,True,True,True
8234,1,22,278,2,-131072,4,0.99979,True,True,True
8236,1,22,278,0,131072,1,0.99961,True,True,True
8239,1,23,279,3,-131073,2,0.99672,True,True,True
8241,1,21,277,1,131071,0,0.99773,True,True,True
8243,1,23,279,3,-131073,4,0.99976,True,True,True
8244,1,22,278,0,131072,1,0.99061,True,True,True
8246,1,23,279,2,-131072,4,0.9965,True,True,True
8247,1,23,279,3,-131073,2,0.99982,True,True,True
8263,1,24,280,3,-131073,1,0.99863,True,True,True
8264,1,22,278,0,131072,2,0.99985,True,True,True
8274,1,23,279,2,-131072,1,0.99503,True,True,True
8275,1,25,281,3,-131073,1,0.99982,True,True,True
8277,1,21,277,1,131071,1,0.99895,True,True,True
8278,1,24,280,2,-131072,0,0.99917,True,True,True
8279,1,25,281,3,-131073,5,0.99996,True,True,True
8282,1,24,280,2,-131072,1,0.999,True,True,True
8287,1,25,281,3,-131073,1,0.9993,True,True,True
8288,1,23,279,0,131072,4,0.99917,True,True,True
8292,1,23,279,0,131072,2,0.99754,True,True,True
8294,1,24,280,2,-131072,3,0.99849,True,True,True
8298,1,24,280,2,-131072,1,0.99419,True,True,True
8299,1,26,282,3,-131073,3,0.99993,True,True,True
8301,1,23,279,1,131071,2,0.99978,True,True,True
8302,1,24,280,2,-131072,2,0.99626,True,True,True
8306,1,25,281,2,-131072,1,0.9956,True,True,True
8307,1,26,282,3,-131073,4,0.99987,True,True,True
8309,1,23,279,1,131071,2,0.9959,True,True,True
8312,1,24,280,0,131072,2,0.99937,True,True,True
8313,1,23,279,1,131071,1,0.99853,True,True,True
8314,1,25,281,2,-131072,4,0.99824,True,True,True
8321,1,23,279,1,131071,2,0.99353,True,True,True
8322,1,25,281,2,-131072,1,0.99902,True,True,True
8323,1,26,282,3,-131073,1,0.99942,True,True,True
8324,1,24,280,0,131072,2,0.99992,True,True,True
8327,1,27,283,3,-131073,2,0.99996,True,True,True
8328,1,24,280,0,131072,1,0.99815,True,True,True
8330,1,25,281,2,-131072,2,0.99682,True,True,True
8336,1,24,280,0,131072,2,0.99664,True,True,True
8337,1,24,280,1,131071,2,0.99227,True,True,True
8339,1,27,283,3,-131073,3,0.99954,True,True,True
8340,1,24,280,0,131072,1,0.99993,True,True,True
8345,1,24,280,1,131071,0,0.99918,True,True,True
8357,1,24,280,1,131071,2,0.99989,True,True,True
8359,1,28,284,3,-131073,2,0.99958,True,True,True
8362,1,26,282,2,-131072,3,0.99986,True,True,True
8365,1,25,281,1,131071,2,0.99972,True,True,True
8368,1,25,281,0,131072,0,0.99986,True,True,True
8376,1,26,282,0,131072,2,0.99678,True,True,True
8378,1,27,283,2,-131072,0,0.99353,True,True,True
8382,1,27,283,2,-131072,1,0.99484,True,True,True
8391,1,29,285,3,-131073,0,0.99994,True,True,True
8398,1,27,283,2,-131072,2,0.99357,True,True,True
8400,1,26,282,0,131072,0,0.99636,True,True,True
8404,1,26,282,0,131072,3,0.99879,True,True,True
8407,1,29,285,3,-131073,2,0.99985,True,True,True
8409,1,26,282,1,131071,0,0.99475,True,True,True
8412,1,27,283,0,131072,1,0.99985,True,True,True
8418,1,28,284,2,-131072,0,0.99971,True,True,True
8423,1,29,285,3,-131073,1,0.99961,True,True,True
8424,1,27,283,0,131072,0,0.99761,True,True,True
8426,1,28,284,2,-131072,0,0.99886,True,True,True
8428,1,27,283,0,131072,1,0.99932,True,True,True
8429,1,27,283,1,131071,1,0.99924,True,True,True
8432,1,27,283,0,131072,1,0.99885,True,True,True
8433,1,27,283,1,131071,2,0.99929,True,True,True
8437,1,27,283,1,131071,2,0.99938,True,True,True
8444,1,27,283,0,131072,2,0.99774,True,True,True
8446,1,29,285,2,-131072,1,0.99417,True,True,True
8450,1,29,285,2,-131072,0,0.99204,True,True,True
8453,1,28,284,1,131071,1,0.99984,True,True,True
8456,1,28,284,0,131072,3,0.99836,True,True,True
8465,1,28,284,1,131071,0,0.997,True,True,True
8469,1,28,284,1,131071,3,0.99805,True,True,True
8475,1,30,286,3,-131073,0,0.9959,True,True,True
8481,1,29,285,1,131071,2,0.99518,True,True,True
8482,1,30,286,2,-131072,2,0.99818,True,True,True
8483,1,30,286,3,-131073,2,0.99992,True,True,True
8487,1,30,286,3,-131073,1,0.99948,True,True,True
8489,1,29,285,1,131071,2,0.99966,True,True,True
8493,1,29,285,1,131071,0,0.99836,True,True,True
8494,1,30,286,2,-131072,3,0.99643,True,True,True
8510,1,31,287,2,-131072,1,0.99618,True,True,True
8529,1,30,286,1,131071,2,0.99762,True,True,True
8530,1,32,288,2,-131072,0,0.99909,True,True,True
8532,1,31,287,0,131072,4,0.9982,True,True,True
8536,1,31,287,0,131072,2,0.99406,True,True,True
8538,1,32,288,2,-131072,4,0.99793,True,True,True
8543,1,33,289,3,-131073,0,0.9995,True,True,True
8553,1,31,287,1,131071,1,0.99623,True,True,True
8564,1,32,288,0,131072,2,0.99941,True,True,True
8577,1,32,288,1,131071,3,0.9994,True,True,True
8579,1,33,289,3,-131073,2,0.99846,True,True,True
8582,1,33,289,2,-131072,2,0.9929,True,True,True
8586,1,33,289,2,-131072,3,0.99973,True,True,True
8589,1,32,288,1,131071,2,0.99846,True,True,True
8590,1,34,290,2,-131072,1,0.99179,True,True,True
8591,1,34,290,3,-131073,0,0.99975,True,True,True
8592,1,33,289,0,131072,1,0.99994,True,True,True
8595,1,34,290,3,-131073,1,0.99951,True,True,True
8598,1,34,290,2,-131072,4,0.99162,True,True,True
8603,1,34,290,3,-131073,1,0.99956,True,True,True
8604,1,33,289,0,131072,1,0.99936,True,True,True
8606,1,34,290,2,-131072,1,0.99934,True,True,True
8608,1,33,289,0,131072,2,0.99954,True,True,True
8612,1,33,289,0,131072,1,0.99965,True,True,True
8621,1,32,288,1,131071,2,0.99893,True,True,True
8622,1,34,290,2,-131072,2,0.9927,True,True,True
8623,1,34,290,3,-131073,2,0.99989,True,True,True
8625,1,33,289,1,131071,1,0.99985,True,True,True
8629,1,33,289,1,131071,5,0.99814,True,True,True
8635,1,35,291,3,-131073,2,0.99251,True,True,True
8640,1,34,290,0,131072,0,0.99133,True,True,True
8641,1,33,289,1,131071,1,0.99503,True,True,True
8643,1,35,291,3,-131073,0,0.99976,True,True,True
8649,1,34,290,1,131071,2,0.99655,True,True,True
8655,1,35,291,3,-131073,0,0.99993,True,True,True
8660,1,35,291,0,131072,3,0.99983,True,True,True
8664,1,35,291,0,131072,0,0.99927,True,True,True
8671,1,36,292,3,-131073,0,0.99793,True,True,True
8680,1,35,291,0,131072,2,0.99983,True,True,True
8697,1,36,292,1,131071,1,0.99975,True,True,True
8708,1,36,292,0,131072,0,0.99736,True,True,True
8711,1,37,293,3,-131073,1,0.99908,True,True,True
8713,1,37,293,1,131071,1,0.99965,True,True,True
8714,1,37,293,2,-131072,7,0.99763,True,True,True
8720,1,37,293,0,131072,0,0.99986,True,True,True
8731,1,37,293,3,-131073,2,0.99861,True,True,True
8741,1,37,293,1,131071,2,0.99382,True,True,True
8749,1,38,294,1,131071,3,0.99984,True,True,True
8750,1,38,294,2,-131072,0,0.99888,True,True,True
8751,1,38,294,3,-131073,1,0.99956,True,True,True
8755,1,38,294,3,-131073,0,0.99995,True,True,True
8756,1,37,293,0,131072,1,0.99927,True,True,True
8757,1,38,294,1,131071,2,0.99992,True,True,True
8761,1,38,294,1,131071,2,0.99851,True,True,True
8764,1,38,294,0,131072,3,0.99804,True,True,True
8771,1,39,295,3,-131073,3,0.99945,True,True,True
8774,1,39,295,2,-131072,2,0.99092,True,True,True
8781,1,39,295,1,131071,1,0.99633,True,True,True
8783,1,39,295,3,-131073,2,0.9997,True,True,True
8784,1,38,294,0,131072,1,0.99829,True,True,True
8785,1,40,296,1,131071,1,0.99724,True,True,True
8786,1,39,295,2,-131072,2,0.99644,True,True,True
8787,1,39,295,3,-131073,1,0.9995,True,True,True
8790,1,39,295,2,-131072,2,0.99921,True,True,True
8791,1,39,295,3,-131073,2,0.9998,True,True,True
8799,1,39,295,3,-131073,1,0.99931,True,True,True
8803,1,40,296,3,-131073,1,0.99984,True,True,True
8807,1,40,296,3,-131073,1,0.99995,True,True,True
8825,1,41,297,1,131071,4,0.99389,True,True,True
8828,1,40,296,0,131072,1,0.99994,True,True,True
8838,1,40,296,2,-131072,3,0.99897,True,True,True
8847,1,41,297,3,-131073,1,0.99988,True,True,True
8848,1,40,296,0,131072,1,0.99969,True,True,True
8863,1,41,297,3,-131073,8,0.99996,True,True,True
8867,1,41,297,3,-131073,1,0.99962,True,True,True
8871,1,41,297,3,-131073,2,0.99992,True,True,True
8874,1,41,297,2,-131072,1,0.99501,True,True,True
8876,1,41,297,0,131072,2,0.99783,True,True,True
8883,1,42,298,3,-131073,1,0.9954,True,True,True
8885,1,43,299,1,131071,1,0.99967,True,True,True
8887,1,42,298,3,-131073,0,0.99991,True,True,True
8888,1,42,298,0,131072,3,0.99854,True,True,True
8890,1,42,298,2,-131072,3,0.99872,True,True,True
8893,1,43,299,1,131071,0,0.99988,True,True,True
8898,1,42,298,2,-131072,2,0.99201,True,True,True
8899,1,42,298,3,-131073,0,0.99983,True,True,True
8900,1,42,298,0,131072,1,0.99959,True,True,True
8902,1,42,298,2,-131072,2,0.99928,True,True,True
8903,1,42,298,3,-131073,2,0.99986,True,True,True
8917,1,44,300,1,131071,3,0.99508,True,True,True
8919,1,42,298,3,-131073,2,0.99984,True,True,True
8921,1,44,300,1,131071,0,0.99824,True,True,True
8925,1,44,300,1,131071,1,0.99767,True,True,True
8928,1,44,300,0,131072,2,0.99976,True,True,True
